Company,Ticker,Name,Title,Equity,Cash,Other,Total,F_Salary,M_Salary,F_Number,M_Number,F_Hourly,M_Hourly,H_Number,S_Number,S_Median,H_Median,Median,CEO_Ratio,S_Gender_Ratio,H_Gender_Ratio
BOB EVANS FARMS,BOBE,Steven A. Davis,Chairman of the Board and Chief Executive Officer,1969569.0,876009.0,272796.0,3118374.0,42594.0,71559.0,12.0,11.0,8.48,8.36,19.0,23.0,56446.826087,16840.0,38529.452381,80.9348123915,0.595229111642,1.01435406699
BOEING CO,BA,W. James McNerney Jr.,Former Chairman and Chief Executive Officer,6272444.0,13058282.0,586220.0,19916946.0,76351.0,83199.0,351.0,1117.0,26.42,28.25,215.0,1468.0,81561.6376022,54670.0,78126.2828283,254.932722753,0.917691318405,0.935221238938
BOISE CASCADE CO,BCC,Thomas K. Corrick,Chief Executive Officer and former Chief Operating Officer,1222475.0,1080961.0,58133.0,2361569.0,49495.0,61637.0,6.0,21.0,20.49,19.18,20.0,27.0,58938.7777778,39670.0,50739.2978723,46.5431943095,0.803007933546,1.06830031283
BOSTON SCIENTIFIC CORP,BSX,Michael F. Mahoney,President and Chief Executive Officer,8524979.0,2792740.0,68195.0,11385914.0,80313.0,86526.0,85.0,113.0,23.19,20.93,34.0,198.0,83858.8030303,44120.0,78035.012931,145.90776079,0.928194993412,1.10797897754
BOYD GAMING CORP,BYD,Keith E. Smith,President and Chief Executive Officer,3034476.0,2843750.0,48364.0,5926590.0,43752.0,51601.0,9.0,18.0,13.43,11.15,10.0,27.0,48984.6666667,24580.0,42388.8108108,139.814962643,0.847890544757,1.20448430493
BRADY CORP,BRC,J. M. Nauman,"President, CEO, & Director",3180433.0,649039.0,86716.0,3916188.0,76303.0,78100.0,14.0,27.0,15.5,20.01,16.0,41.0,77486.3902439,35510.0,65703.5438596,59.6039082514,0.976991037132,0.774612693653
BRIGGS & STRATTON,BGG,T. J. Teske,"Chairman, Pres. & CEO",2599910.0,1824072.0,284354.0,4708336.0,62333.0,71338.0,9.0,11.0,,,,20.0,67285.75,,67285.75,69.9752324972,0.873769940284,
BRIGHT HORIZONS FAMILY SOLUTIONS INC.,BFAM,David H. Lissy,Chief Executive Officer,999085.0,886210.0,13501.0,1898796.0,55101.0,71423.0,50.0,12.0,12.4,13.53,113.0,62.0,58260.0967742,25930.0,37384.0914286,50.7915513642,0.771474174986,0.916481892092
BRINKER INTL INC,EAT,Wyman T. Roberts,CEO & President Chili's Grill & Bar,2549260.0,1853360.0,64328.0,4466948.0,53974.0,62225.0,15.0,25.0,7.75,9.09,15.0,40.0,59130.875,16840.0,47597.0,93.8493602538,0.867400562475,0.852585258526
BRINKS CO,BCO,Thomas C. Schievelbein,President and Chief Executive Officer,3000014.0,2400000.0,210152.0,5610166.0,63583.0,83490.0,8.0,7.0,12.91,13.81,33.0,15.0,72872.9333333,26720.0,41142.7916667,136.358418394,0.761564259193,0.934829833454
BRISTOL MYERS SQUIBB CO,BMY,Giovanni Caforio M.D.,Chief Executive Officer,10443900.0,4786693.0,409844.0,15640437.0,91590.0,98247.0,85.0,82.0,29.22,35.95,30.0,167.0,94858.7065868,65170.0,90337.5837563,173.133222626,0.932242205869,0.812795549374
BROADCOM LTD,AVGO,Bryan T. Ingram,"Senior Vice President and General Manager, Wireless Semiconductor Division",6014925.0,1352885.0,15900.0,7383710.0,106434.0,126388.0,10.0,84.0,31.74,30.84,10.0,94.0,124265.234043,62580.0,118333.961538,62.3972180429,0.842121087445,1.02918287938
"BROADRIDGE FINANCIAL SOLUTIONS, INC.",BR,Richard J. Daly,President and Chief Executive Officer,3889559.0,2499667.0,57076.0,6446302.0,68847.0,84541.0,25.0,47.0,20.95,18.65,16.0,72.0,79091.6944444,39600.0,71911.3863636,89.642299029,0.814362262098,1.12332439678
BROCADE COMMUNICATIONS SYS,BRCD,Lloyd A. Carney,Chief Executive Officer,6373690.0,1977881.0,3000.0,8354571.0,102890.0,115378.0,11.0,33.0,,,,44.0,112256.0,,112256.0,74.4242713084,0.891764461162,
BROOKDALE SENIOR LIVING INC,BKD,T. Andrew Smith,Chief Executive Officer,3250007.0,1821825.0,10841.0,5082673.0,61148.752809,56412.0,178.0,65.0,12.5319230769,13.9405769231,520.0,243.0,59881.7201646,26472.5,37112.6579292,136.952546209,1.08396711354,0.898952973473
BROWN & BROWN INC,BRO,J. Powell Brown,Chief Executive Officer and President,399993.0,1987422.0,118143.0,2505558.0,55094.0,52222.0,41.0,23.0,19.41,16.5,25.0,64.0,54061.875,35910.0,48963.0337079,51.1724419477,1.05499597871,1.17636363636
BRUNSWICK CORP,BC,Dustan E. McCoy,Chairman and Chief Executive Officer,6500604.0,2902000.0,452777.0,9855381.0,48678.0,70564.0,6.0,31.0,15.43,10.78,9.0,37.0,67014.9189189,26210.0,59031.3478261,166.951651333,0.6898418457,1.43135435993
BUFFALO WILD WINGS INC,BWLD,Sally J. Smith,Chief Executive Officer and President,2155692.0,1567526.0,171766.0,3894984.0,44983.0,46870.0,39.0,81.0,9.98,10.36,118.0,120.0,46256.725,20340.0,33407.2563025,116.590957507,0.959739705569,0.96332046332
C H ROBINSON WORLDWIDE INC,CHRW,John P. Wiehoff,President and Chief Executive Officer,3924172.0,2177315.0,34102.0,6135589.0,45182.0,45661.0,60.0,89.0,17.92,16.2,32.0,149.0,45468.114094,34120.0,43461.8176796,141.171937291,0.989509647182,1.10617283951
CA INC,CA,Michael P. Gregoire,"Chief Executive Officer, Director",5094820.0,2108500.0,1140902.0,8344222.0,90199.0,88917.0,19.0,42.0,,,,61.0,89316.3114754,,89316.3114754,93.423271317,1.01441794033,
CABELAS INC,CAB,Thomas L. Millner,President and Chief Executive Officer,3422920.0,989000.0,10400.0,4422320.0,53399.0,61306.0,11.0,39.0,12.19,11.65,62.0,50.0,59566.46,23840.0,39789.3125,111.143413197,0.871024043324,1.04635193133
CACI INTL INC  -CL A,CACI,John S. Mengucci,"Chief Operating Officer, President of U.S. Operations",1048043.0,868607.0,72993.0,1989643.0,75483.0,79234.0,76.0,181.0,21.85,22.37,39.0,257.0,78124.7548638,44220.0,73657.5743243,27.0120624831,0.952659211954,0.97675458203
CADENCE DESIGN SYSTEMS INC,CDNS,Lip-Bu Tan,President and Chief Executive Officer,4436850.0,1479413.0,13230.0,5929493.0,75525.0,124948.0,5.0,29.0,,,,34.0,117679.911765,,117679.911765,50.3866200364,0.604451451804,
CAESARS ENTERTAINMENT CORP,CZR,Mark Frissora,President and Chief Executive Officer,7314000.0,5244256.0,254574.0,12812830.0,49153.0,58670.0,62.0,55.0,15.63,16.12,30.0,117.0,53626.8034188,31750.0,49162.1496599,260.623876064,0.837787625703,0.969602977667
CALERES INC,CAL,Diane M. Sullivan,"Chief Executive Officer, President and Chairman of the Board",4517740.0,2691551.0,141713.0,7351004.0,61985.0,85532.0,15.0,11.0,,,,26.0,71947.1923077,,71947.1923077,102.172214985,0.724699527662,
CAMPBELL SOUP CO,CPB,Denise M. Morrison,President and Chief Executive Officer,5437927.0,2508467.0,182313.0,8128707.0,78647.0,78427.0,18.0,24.0,,,,42.0,78521.2857143,,78521.2857143,103.522336982,1.00280515639,
CAPITAL CITY BANK GROUP INC,CCBG,William G. Smith Jr.,"Chairman, President, and Chief Executive Officer",155013.0,626454.0,1584.0,783051.0,53372.0,58294.0,13.0,8.0,14.57,13.25,16.0,21.0,55247.047619,27820.0,43386.7027027,18.0481795394,0.915565924452,1.09962264151
CAPITAL ONE FINANCIAL CORP,COF,Richard D. Fairbank,"Chair, CEO and President",15190028.0,2677500.0,144289.0,18011817.0,70469.0,92581.0,159.0,313.0,15.99,19.72,101.0,472.0,85132.2542373,35710.0,76420.8272251,235.692515431,0.761160497294,0.810851926978
CARDINAL HEALTH INC,CAH,George S. Barrett,Chairman and Chief Executive Officer,9303991.0,3830508.0,135232.0,13269731.0,64585.0,75042.0,96.0,137.0,16.88,16.0,109.0,233.0,70733.5364807,32880.0,58669.1052632,226.179195004,0.860651368567,1.055
CAREER EDUCATION CORP,CECO,Scott W. Steffey,Former President and Chief Executive Officer,1901494.0,1356787.0,2767.0,3261048.0,60491.0,48899.0,7.0,9.0,19.23,19.23,6.0,16.0,53970.5,38460.0,49740.3636364,65.5614024827,1.23706006258,1.0
CARLISLE COS INC,CSL,David A. Roberts,Chairman and Chief Executive Officer,4361980.0,3550700.0,585856.0,8498536.0,61513.0,75846.0,25.0,34.0,16.85,17.23,17.0,59.0,69772.6949153,34080.0,61788.8026316,137.541684546,0.811024971653,0.977945443993
CARMAX INC,KMX,Thomas J. Folliard,President and Chief Executive Officer,6500004.0,4408007.0,403382.0,11311393.0,51926.0,59986.0,22.0,60.0,12.99,16.0,69.0,82.0,57823.5609756,28990.0,44647.9602649,253.346243208,0.865635314907,0.811875
CARNIVAL CORP/PLC (GBR),CCL,Arnold W. Donald,President & CEO,3527992.0,4911400.0,291120.0,8730512.0,55470.0,61270.0,17.0,22.0,18.05,17.69,13.0,39.0,58741.7948718,35740.0,52991.3461538,164.753542487,0.905337032806,1.0203504805
CARTER'S INC,CRI,Michael D. Casey,Chairman of the Board of Directors and Chief Executive Officer,4148200.0,2295846.0,159960.0,6604006.0,52783.0,65856.0,38.0,12.0,14.3,15.82,53.0,50.0,55920.52,30120.0,42644.5242718,154.861758051,0.801491132167,0.90391908976
CASEYS GENERAL STORES INC,CASY,Robert J. Myers,Chairman and Chief Executive Officer,1894559.0,1365000.0,41126.0,3300685.0,36111.0,40211.0,24.0,12.0,9.17,9.72,53.0,36.0,37477.6666667,18890.0,26408.6067416,124.985200177,0.898037850339,0.94341563786
CASH AMERICA INTERNATIONAL INC,CSH,Daniel R. Feehan,Former Chief Executive Officer Executive Chairman,1557667.0,2303350.0,250239.0,4111256.0,53000.0,68899.0,4.0,12.0,12.42,11.32,21.0,16.0,64924.25,23740.0,41549.4054054,98.9486121374,0.769241933845,1.09717314488
CATALENT INC,CTLT,John Chiminski,President & Chief Executive Officer and Director,1800046.0,3071521.0,39828.0,4911395.0,66204.0,82092.0,19.0,31.0,17.4,17.4,7.0,50.0,76054.56,34800.0,70988.2105263,69.1860657366,0.806461043707,1.0
CATERPILLAR INC,CAT,Douglas R. Oberhelman,Chairman & CEO,12991067.0,2422812.0,398144.0,15812023.0,71927.0,80074.0,51.0,196.0,18.54,20.55,136.0,247.0,78391.8259109,39090.0,64436.0861619,245.390804157,0.898256612633,0.902189781022
CATO CORP  -CL A,CATO,John P.D. Cato,"Chairman, President & Chief Executive Officer",1469622.0,2879029.0,217059.0,4565710.0,28286.0,,5.0,,,,,5.0,28286.0,,28286.0,161.412359471,,
CBRE GROUP INC,CBG,Robert E. Sulentic,President and Chief Executive Officer,4124980.0,3567500.0,3750.0,7696230.0,63317.0,72815.0,155.0,173.0,20.79,23.5,120.0,328.0,68326.6158537,44290.0,61888.2366071,124.356912104,0.869559843439,0.884680851064
CBS CORP,CBS,Leslie Moonves,"Chairman of the Board, President and Chief Executive Officer",32699918.0,22500000.0,1152883.0,56352801.0,55618.0,71566.0,47.0,53.0,19.41,21.67,21.0,100.0,64070.44,41080.0,60080.3636364,937.957056004,0.777156750412,0.895708352561
CDI CORP,CDI,Scott J. Freidheim,President and Chief Executive Officer,4283069.0,355068.0,211252.0,4849389.0,47909.0,86239.0,11.0,20.0,27.7,28.61,49.0,31.0,72638.0322581,56310.0,62637.1125,77.4203791722,0.555537517828,0.968192939532
CEB INC,CEB,Thomas L. Monahan III,Chief Executive Officer (PEO),1600000.0,1835000.0,16175.0,3451175.0,63663.0,65466.0,68.0,52.0,,,,120.0,64444.3,,64444.3,53.5528355495,0.972458986344,
CELANESE CORP,CE,Mark C. Rohr,"Chairman, Chief Executive Officer and President",5999977.0,3179000.0,146351.0,9325328.0,70763.0,99552.0,16.0,27.0,30.0,18.85,4.0,43.0,88839.8139535,48850.0,85436.4255319,109.149322926,0.71081444873,1.59151193634
CELGENE CORP,CELG,Robert J. Hugin,Chief Executive Officer and Chairman of the Board,13514428.0,10490269.0,231416.0,24236113.0,77376.0,122805.0,15.0,29.0,39.47,20.0,10.0,44.0,107317.840909,59470.0,98457.1296296,246.159044969,0.63007206547,1.9735
CENTENE CORP,CNC,Michael F. Neidorff,"Chairman, President and Chief Executive Officer",12331200.0,7785750.0,638153.0,20755103.0,62262.0,71471.0,142.0,72.0,19.62,21.43,58.0,214.0,65360.3551402,41050.0,60176.5294118,344.903622773,0.871150536581,0.915538964069
CENTERPOINT ENERGY INC,CNP,Scott M. Prochazka,President and Chief Executive Officer,2643980.0,1960132.0,124841.0,4728953.0,64991.0,76392.0,18.0,24.0,,,,42.0,71505.8571429,,71505.8571429,66.1337852444,0.85075662373,
CENTRAL GARDEN & PET CO,CENT,John R. Ranelli,President and Chief Executive Officer,3025220.0,750612.0,459896.0,4235728.0,60888.0,85003.0,11.0,13.0,15.43,14.03,8.0,24.0,73950.2916667,29460.0,62827.71875,67.4181409778,0.716304130442,1.09978617249
CENTURYLINK INC,CTL,Glen F. Post III,Chief Executive Officer and President,7277717.0,2947500.0,108645.0,10333862.0,76612.0,77047.0,64.0,167.0,16.92,23.77,65.0,231.0,76926.4805195,40690.0,68969.1452703,149.833116816,0.994354095552,0.711821623896
CERNER CORP /MO/,CERN,Neal L. Patterson,Chairman of the Board and Chief Executive Officer,3237193.0,2473813.0,216614.0,5927620.0,57664.0,64988.0,116.0,252.0,16.89,17.09,21.0,368.0,62679.3478261,33980.0,61130.0257069,96.967405648,0.887302271189,0.988297249854
CHARLES RIVER LABS INTL INC,CRL,James C. Foster,"Chairman, Chief Executive Officer, President and Director",7522753.0,2862600.0,371827.0,10757180.0,57153.0,68999.0,8.0,11.0,21.25,17.61,8.0,19.0,64011.2105263,38860.0,56559.0,190.193956753,0.828316352411,1.20670073822
CHARTER COMMUNICATIONS INC,CHTR,Thomas M. Rutledge,President and Chief Executive Officer,9999351.0,6156600.0,205436.0,16361387.0,62275.0,67963.0,41.0,86.0,17.1,17.27,136.0,127.0,66126.7165354,34370.0,49704.9923954,329.169892429,0.916307402557,0.990156340475
CHEESECAKE FACTORY INC,CAKE,David Overton,Chairman of the Board and Chief Executive Officer,4018930.0,1267522.0,107824.0,5394276.0,69822.0,57067.0,12.0,24.0,9.77,11.24,46.0,36.0,61318.6666667,21010.0,38706.4878049,139.363613335,1.22350920847,0.869217081851
CHESAPEAKE ENERGY CORP,CHK,"Robert D. (""Doug"") Lawler",President and Chief Executive Officer,10750030.0,4039462.0,628523.0,15418015.0,76699.2222222,70263.4864865,18.0,37.0,20.98,21.9425,16.0,55.0,72369.7272727,42922.5,65733.7323944,234.552556783,1.09159431246,0.956135353766
CHEVRON CORP,CVX,J. S. Watson,Chairman and CEO,14679660.0,4305479.0,245281.0,19230420.0,90597.0,111825.0,50.0,153.0,12.32,25.88,54.0,203.0,106596.428571,38200.0,92225.1945525,208.51590602,0.810167672703,0.476043276662
CHILDRENS PLACE INC,PLCE,Jane Elfers,President and Chief Executive Officer,6726551.0,2948000.0,119264.0,9793815.0,51242.0,,32.0,,9.74,13.5,40.0,32.0,51242.0,23240.0,35685.3333333,274.449306905,,0.721481481481
CHIPOTLE MEXICAN GRILL INC,CMG,Steve Ells,Chairman and Co-Chief Executive Officer,12030036.0,1526000.0,281858.0,13837894.0,55411.0,56698.0,29.0,48.0,9.61,10.27,92.0,77.0,56213.2857143,19880.0,36434.2189349,379.80487587,0.977300786624,0.935735150925
CHOICE HOTELS INTL INC,CHH,Stephen P. Joyce,President and Chief Executive Officer,3200085.0,2313432.0,158083.0,5671600.0,55553.0,73090.0,29.0,21.0,9.51,13.34,32.0,50.0,62918.54,22850.0,47282.0365854,119.952531862,0.760062936106,0.712893553223
CHUBB LTD,CB,Evan G. Greenberg,"Chairman, President and Chief Executive Officer",11221293.0,7951538.0,1208316.0,20381147.0,70167.0,74870.0,54.0,52.0,21.0,15.53,5.0,106.0,72474.1320755,36530.0,70855.027027,287.645744489,0.937184453052,1.35222150676
CHURCH & DWIGHT CO INC /DE/,CHD,James R. Craigie,Non-Executive Chairman and Former President and Chief Executive Officer,3749981.0,2240000.0,225529.0,6215510.0,57341.0,77081.0,8.0,21.0,15.26,16.16,7.0,29.0,71635.4827586,31420.0,63815.8055556,97.3976579296,0.743905761472,0.944306930693
CIBER INC,CBR,Michael Boustridge,"President & CEO, Director",5529535.0,1650000.0,127.0,7179662.0,79918.0,96828.0,20.0,30.0,,,,50.0,90064.0,,90064.0,79.71733434,0.825360432933,
CIENA CORP,CIEN,Gary B. Smith,President and CEO,5562500.0,1870576.0,15547.0,7448623.0,69218.0,94645.0,14.0,26.0,17.81,22.8,12.0,40.0,85745.55,40610.0,75329.6538462,98.8803561372,0.731343441281,0.781140350877
CIGNA CORP,CI,David M. Cordani,President and Chief Executive Officer,12905105.0,4049615.0,352952.0,17307672.0,59857.0,71777.0,211.0,141.0,,,,352.0,64631.7727273,,64631.7727273,267.788910464,0.833930089026,
CINEMARK HOLDINGS INC,CNK,Tim Warner,Former Chief Executive Officer and Vice Chairman of the Board,1647929.0,2060000.0,156529.0,3864458.0,60806.0,76265.0,10.0,10.0,10.79,9.6,37.0,20.0,68535.5,20390.0,37283.1578947,103.651574014,0.797298892021,1.12395833333
CINTAS CORP,CTAS,Scott D. Farmer,Chief Executive Officer and Director,4116782.0,1642874.0,332640.0,6092296.0,48723.0,56520.0,52.0,97.0,14.55,16.5,84.0,149.0,53798.8993289,31050.0,45597.5793991,133.610074927,0.862048832272,0.881818181818
CISCO SYSTEMS INC,CSCO,Frank A. Calderoni,Former Executive Vice President and Chief Financial Officer,24001270.0,1222670.0,1956821.0,27180761.0,94012.0,103139.0,170.0,526.0,35.93,36.42,125.0,696.0,100909.704023,72350.0,96561.3934227,281.486834816,0.911507771066,0.986545853926
CIT GROUP INC,CIT,Joseph M. Otting,"Former Co-President of CIT Group Inc. & Chief Executive Officer of CIT Bank, N.A.",12500000.0,333333.0,12043773.0,24877106.0,78171.0,74453.0,26.0,43.0,18.69,31.35,10.0,69.0,75853.9855072,50040.0,72586.3924051,342.724099872,1.04993754449,0.596172248804
CITIGROUP INC,C,James Forese,"President, Citi; CEO, Institutional Clients Group",7354220.0,8780727.0,15900.0,16150847.0,76225.0,87171.0,97.0,172.0,24.81,22.36,36.0,269.0,83223.929368,47170.0,78968.3836066,204.522952888,0.874430716637,1.1095706619
CITIZENS FINANCIAL GROUP INC,CFG,Bruce Van Saun,Chairman & Chief Executive Officer,4393876.0,2487920.0,1115166.0,7996962.0,64462.0,71807.0,45.0,60.0,16.47,14.76,40.0,105.0,68659.1428571,31230.0,58333.862069,137.089534558,0.897711922236,1.11585365854
CITRIX SYSTEMS INC,CTXS,Mark B. Templeton,President and Chief Executive Officer,5993263.0,1865412.0,24939.0,7883614.0,75517.0,107672.0,18.0,58.0,16.75,19.09,7.0,76.0,100056.342105,35840.0,94640.5060241,83.300632374,0.701361542462,0.877422734416
CLOROX CO/DE,CLX,Benno Dorer,Chief Executive Officer,5000323.0,2470582.0,144371.0,7615276.0,74560.0,90614.0,9.0,17.0,,,,26.0,85056.8461538,,85056.8461538,89.5316055597,0.822830909131,
COCA-COLA BTLNG CONS,COKE,J. Frank Harrison III,Chairman and Chief Executive Officer,4254800.0,2132935.0,1677781.0,8065516.0,63181.0,52545.0,12.0,36.0,14.2,15.8,51.0,48.0,55204.0,30000.0,42220.1212121,191.034884989,1.20241697593,0.898734177215
COCA-COLA CO,KO,Muhtar Kent,Chairman of the Board and Chief Executive Officer,7735445.0,6200000.0,655126.0,14590571.0,70355.0,71111.0,79.0,144.0,18.36,17.39,111.0,223.0,70843.1793722,35750.0,59180.4760479,246.543657205,0.989368733389,1.05577918344
COCA-COLA ENTERPRISES INC,CCE,John F. Brock,Chairman and Chief Executive Officer,8000794.0,3200000.0,281667.0,11482461.0,61637.0,58154.0,38.0,80.0,17.04,17.04,94.0,118.0,59275.6440678,34080.0,48103.990566,238.700799349,1.0598926987,1.0
COGNIZANT TECHNOLOGY SOLUTIONS CORP,CTSH,Francisco D'Souza,Chief Executive Officer,10178101.0,1137705.0,17257.0,11333063.0,82139.8888889,84982.3770492,99.0,732.0,23.12,37.5,9.0,831.0,84643.7412756,60620.0,84386.3440476,134.299727378,0.966552028091,0.616533333333
COLGATE-PALMOLIVE CO,CL,Ian M. Cook,"Chairman of the Board, President and Chief Executive Officer",8089217.0,2601509.0,306016.0,10996742.0,75661.0,71924.0,15.0,14.0,13.39,17.78,10.0,29.0,73856.9310345,31170.0,62911.5641026,174.79683039,1.05195762193,0.75309336333
COMCAST CORP,CMCSA,Michael J. Cavanagh,Chief Financial Officer,20495210.0,7794000.0,11909632.0,40198842.0,67523.9037433,75130.3302469,187.0,324.0,16.7719764706,19.1803529412,425.0,511.0,72346.7651663,35952.3294118,55821.5138889,720.131705493,0.898756913771,0.874435237038
COMERICA INC,CMA,Ralph W. Babb Jr.,"Chairman of the Board and Chief Executive Officer, Comerica Incorporated and Comerica Bank",3549653.0,2529027.0,10600.0,6089280.0,57738.0,76983.0,34.0,36.0,15.86,21.23,38.0,70.0,67635.4285714,37090.0,56887.962963,107.039867185,0.750009742411,0.747056052756
"COMMSCOPE HOLDING COMPANY, INC.",COMM,Marvin S. Edwards Jr.,President and Chief Executive Officer,3740010.0,1760621.0,253823.0,5754454.0,77914.0,93757.0,12.0,27.0,,,,39.0,88882.2307692,,88882.2307692,64.742456959,0.831020617127,
COMMUNITY BANK SYSTEM INC,CBU,Mark E. Tryniski,"President, Chief Executive Officer and Director",404639.0,1170875.0,33868.0,1609382.0,49349.0,66729.0,23.0,12.0,16.03,14.85,13.0,35.0,55307.8571429,30880.0,48691.9791667,33.0523019919,0.739543526802,1.07946127946
COMMUNITY HEALTH SYSTEMS INC,CYH,Wayne T. Smith,Chairman of the Board and Chief Executive Officer,7278000.0,2000000.0,151532.0,9429532.0,67944.0,77254.0,66.0,40.0,20.16,19.3,121.0,106.0,71457.2075472,39460.0,54401.4273128,173.332437507,0.879488440728,1.04455958549
COMPUTER SCIENCES CORP,CSC,J. Michael Lawrie,President and Chief Executive Officer,9511305.0,3432500.0,323390.0,13267195.0,73541.0,78037.0,134.0,359.0,14.74,24.76,83.0,493.0,76814.9634888,39500.0,71437.9809028,185.716265106,0.942386303933,0.595315024233
COMSCORE INC,SCOR,Serge Matta,President,2981384.0,382512.0,3077.0,3366973.0,56652.0,85735.0,12.0,23.0,,,,35.0,75763.6857143,,75763.6857143,44.4404594135,0.660780311425,
CONAGRA FOODS INC,CAG,Sean Connolly,CEO and President,6219232.0,249615.0,171728.0,6640575.0,67424.0,68909.0,66.0,111.0,17.16,18.75,52.0,177.0,68355.2711864,35910.0,60987.7860262,108.883686926,0.978449839644,0.9152
CONOCOPHILLIPS,COP,R. M. Lance,Chairman and CEO,12421473.0,4224160.0,301786.0,16947419.0,85869.0,97513.0,23.0,76.0,14.96,35.95,21.0,99.0,94807.8282828,50910.0,87125.7083333,194.516857587,0.88059028027,0.416133518776
CONSOL ENERGY INC,CNX,Nicholas J. DeIuliis,President and Chief Executive Officer,6129389.0,1579154.0,54063.0,7762606.0,63566.0,69045.0,5.0,18.0,,,,23.0,67853.9130435,,67853.9130435,114.401744156,0.920645955536,
